,id,lat,long,name,freq
87,301,40.722174440000003,-73.983687790000005,E 2 St & Avenue B,2841
88,302,40.720828339999997,-73.977931720000001,Avenue D & E 3 St,1293
89,303,40.723627380000003,-73.999496010000001,Mercer St & Spring St,2909
90,304,40.704633340000001,-74.013617060000001,Broadway & Battery Pl,3080
91,305,40.760957560000001,-73.967244669999999,E 58 St & 3 Ave,4132
92,306,40.708235019999996,-74.005300629999994,Cliff St & Fulton St,2992
93,307,40.714274869999997,-73.989900250000005,Canal St & Rutgers St,3651
94,308,40.713079159999999,-73.998511930000006,St James Pl & Oliver St,1864
95,309,40.714978700000003,-74.013012000000003,Murray St & West St,2443
96,310,40.689269420000002,-73.989128669999999,State St & Smith St,1768
97,311,40.717227399999999,-73.988020840000004,Norfolk St & Broome St,2331
98,312,40.722054999999997,-73.989110999999994,Allen St & E Houston St,4163
99,313,40.696102260000004,-73.967510369999999,Washington Ave & Park Ave,840
100,314,40.693829999999998,-73.990538999999998,Cadman Plaza West & Montague St,1209
101,315,40.703553769999999,-74.006702270000005,South St & Gouverneur Ln,3167
102,316,40.709559579999997,-74.006536089999997,Fulton St & William St,2322
103,317,40.724537339999998,-73.981854240000004,E 6 St & Avenue B,3039
104,318,40.753201590000003,-73.977987400000004,E 43 St & Vanderbilt Ave,6135
105,319,40.713361239999998,-74.009376219999993,Park Pl & Church St,3800
106,320,40.717571,-74.005549000000002,Leonard St & Church St,1861
107,321,40.699917550000002,-73.989717729999995,Cadman Plaza E & Red Cross Pl,1031
108,323,40.692361779999999,-73.986317459999995,Lawrence St & Willoughby St,1162
109,324,40.689888000000003,-73.981013000000004,DeKalb Ave & Hudson Ave,1421
110,325,40.736245269999998,-73.98473765,E 19 St & 3 Ave,3194
111,326,40.72953837,-73.984267259999996,E 11 St & 1 Ave,3570
112,327,40.715337899999994,-74.016583539999999,Vesey Pl & River Terrace,7625
113,328,40.724055489999998,-74.009659650000003,Watts St & Greenwich St,2795
114,329,40.720434109999999,-74.010206089999997,Greenwich St & N Moore St,3872
115,330,40.714504509999998,-74.00562789,Reade St & Broadway,2091
116,331,40.711731069999999,-73.991930429999996,Pike St & Monroe St,1366
117,332,40.712199060000003,-73.979481480000004,Cherry St,1735
118,334,40.742387870000002,-73.99726235,W 20 St & 7 Ave,3812
119,335,40.72903917,-73.994046490000002,Washington Pl & Broadway,2669
120,336,40.730477469999997,-73.999060650000004,Sullivan St & Washington Sq,3284
121,337,40.703799200000006,-74.008386759999993,Old Slip & Front St,1475
122,339,40.725806140000003,-73.974224939999999,Avenue D & E 12 St,581
123,340,40.712690420000001,-73.987763229999999,Madison St & Clinton St,1428
124,341,40.717821430000001,-73.976289390000005,Stanton St & Mangin St,1344
125,342,40.717399729999997,-73.980165549999995,Columbia St & Rivington St,1381
126,343,40.697940000000003,-73.969868480000002,Clinton Ave & Flushing Ave,606
127,344,40.685144299999997,-73.953809039999996,Monroe St & Bedford Ave,494
128,345,40.736494030000003,-73.997043739999995,W 13 St & 6 Ave,5537
129,346,40.736528890000002,-74.006180259999994,Bank St & Hudson St,3084
130,347,40.728738880000002,-74.007488420000001,W Houston St & Hudson St,5984
131,348,40.724909850000003,-74.001547020000004,W Broadway & Spring St,4384
132,349,40.718502110000003,-73.983298590000004,Rivington St & Ridge St,2052
133,350,40.715595090000001,-73.987029500000006,Clinton St & Grand St,2314
134,351,40.705309540000002,-74.00612572,Front St & Maiden Ln,2157
135,352,40.76340613,-73.977224789999994,W 56 St & 6 Ave,3313
136,353,40.685395669999998,-73.974314579999998,S Portland Ave & Hanson Pl,667
137,354,40.693631369999999,-73.962235579999998,Emerson Pl & Myrtle Ave,508
138,355,40.716021179999998,-73.999743719999998,Bayard St & Baxter St,2949
139,356,40.71622644,-73.982612059999994,Bialystoker Pl & Delancey St,1240
140,357,40.732617869999999,-73.991580429999999,E 11 St & Broadway,2644
141,358,40.73291553,-74.007113840000002,Christopher St & Greenwich St,6829
142,359,40.755102669999999,-73.974986959999995,E 47 St & Park Ave,3521
143,360,40.707179359999998,-74.008873080000001,William St & Pine St,1978
144,361,40.716058660000002,-73.991907589999997,Allen St & Hester St,3753
145,362,40.751726320000003,-73.987535230000006,Broadway & W 37 St,2726
146,363,40.708346980000002,-74.01713445,West Thames St,3907
147,364,40.689004429999997,-73.960238540000006,Lafayette Ave & Classon Ave,554
148,365,40.682231659999999,-73.961458300000004,Fulton St & Grand Ave,694
149,366,40.693261,-73.968896000000001,Clinton Ave & Myrtle Ave,1472
150,367,40.758280650000003,-73.970694309999999,E 53 St & Lexington Ave,2057
151,368,40.730385990000002,-74.002149880000005,Carmine St & 6 Ave,6175
152,369,40.732241190000003,-74.000263939999996,Washington Pl & 6 Ave,2931
153,372,40.694528000000005,-73.958089000000001,Franklin Ave & Myrtle Ave,391
154,373,40.693317159999999,-73.953819949999996,Willoughby Ave & Walworth St,584
155,375,40.72679454,-73.996950940000005,Mercer St & Bleecker St,4597
156,376,40.708621440000002,-74.007221560000005,John St & William St,2103
157,377,40.722437970000001,-74.005664429999996,6 Ave & Canal St,2387
158,379,40.749155999999999,-73.991600000000005,W 31 St & 7 Ave,5424
159,380,40.734011430000002,-74.00293877,W 4 St & 7 Ave S,5211
160,382,40.734926950000002,-73.992005090000006,University Pl & E 14 St,7328
161,383,40.735238000000003,-74.000270999999998,Greenwich Ave & Charles St,3942
162,384,40.683178130000002,-73.965964099999994,Fulton St & Waverly Ave,888
163,385,40.757973219999997,-73.966033080000003,E 55 St & 2 Ave,1646
164,386,40.714948069999998,-74.002344820000005,Centre St & Worth St,2718
165,387,40.71273266,-74.004607300000004,Centre St & Chambers St,5930
166,388,40.749717752999999,-74.002950346000006,W 26 St & 10 Ave,3004
167,389,40.710445540000002,-73.96525063,Broadway & Berry St,792
168,390,40.69221589,-73.984284400000007,Duffield St & Willoughby St,750
169,391,40.69760127,-73.993445589999993,Clark St & Henry St,333
170,392,40.695065,-73.987166999999999,Jay St & Tech Pl,1328
171,393,40.722992079999997,-73.979954660000004,E 5 St & Avenue C,1687
172,394,40.725213109999999,-73.977687520000003,E 9 St & Avenue C,2742
173,395,40.688070029999999,-73.984106370000006,Bond St & Schermerhorn St,1132
174,396,40.680342422999999,-73.955768939199999,Lefferts Pl & Franklin Ave,660
175,397,40.684157480000003,-73.969222729999998,Fulton St & Clermont Ave,510
176,398,40.691651829999998,-73.999978599999992,Atlantic Ave & Furman St,1552
177,399,40.688515340000002,-73.964762800000003,Lafayette Ave & St James Pl,528
178,400,40.719260810000002,-73.981780240000006,Pitt St & Stanton St,866
179,401,40.720195760000003,-73.989978249999993,Allen St & Rivington St,4303
180,402,40.740343200000005,-73.989551090000006,Broadway & E 22 St,7438
181,403,40.725028760000001,-73.990696560000004,E 2 St & 2 Ave,3129
182,404,40.740582600000003,-74.005508669999998,9 Ave & W 14 St,4633
183,405,40.739322999999999,-74.008118999999994,Washington St & Gansevoort St,4302
184,406,40.695128449999999,-73.995950649999997,Hicks St & Montague St,1613
185,407,40.700468999999998,-73.991454000000004,Henry St & Poplar St,1036
186,408,40.710762279999997,-73.994003980000002,Market St & Cherry St,1291
187,409,40.690649499999999,-73.956431069999994,DeKalb Ave & Skillman St,436
188,410,40.720664419999999,-73.985179770000002,Suffolk St & Stanton St,3744
189,411,40.722280869999999,-73.976687089999999,E 6 St & Avenue D,1510
190,412,40.715815500000005,-73.994223660000003,Forsyth St & Canal St,2511
191,414,40.702818579999999,-73.987657619999993,Pearl St & Anchorage Pl,1082
192,415,40.704717700000003,-74.009260269999999,Pearl St & Hanover Square,2344
193,416,40.687534059999997,-73.972651830000004,Cumberland St & Lafayette Ave,890
194,417,40.712912240000001,-74.010202340000006,Barclay St & Church St,2456
195,418,40.702240000000003,-73.982578000000004,Front St & Gold St,746
196,419,40.695807049999999,-73.973555689999998,Carlton Ave & Park Ave,325
197,420,40.687644839999997,-73.969689020000004,Clermont Ave & Lafayette Ave,735
198,421,40.69573398,-73.971296679999995,Clermont Ave & Park Ave,489
199,422,40.770513000000001,-73.988038000000003,W 59 St & 10 Ave,2376
200,423,40.765849410000001,-73.986905059999998,W 54 St & 9 Ave,1691
201,426,40.71754834,-74.013220689999997,West St & Chambers St,8340
202,427,40.701906999999999,-74.013942,Bus Slip & State St,1991
203,428,40.724677210000003,-73.987834129999996,E 3 St & 1 Ave,4181
204,430,40.701485099999999,-73.986569279999998,York St & Jay St,2050
205,431,40.68864636,-73.982634289999993,Hanover Pl & Livingston St,266
206,432,40.72621788,-73.983798550000003,E 7 St & Avenue A,4078
207,433,40.729553610000004,-73.98057249,E 13 St & Avenue A,4030
208,434,40.743174490000001,-74.003664430000001,9 Ave & W 18 St,3278
209,435,40.741739690000003,-73.994155559999996,W 21 St & 6 Ave,8005
210,436,40.682165640000001,-73.953990259999998,Hancock St & Bedford Ave,395
211,437,40.680983385399998,-73.950047975900006,Macon St & Nostrand Ave,496
212,438,40.727791259999996,-73.985649449999997,St Marks Pl & 1 Ave,3250
213,439,40.726280700000004,-73.989780409999995,E 4 St & 2 Ave,3995
214,440,40.752554340000003,-73.972826249999997,E 45 St & 3 Ave,2259
215,441,40.756014,-73.967416,E 52 St & 2 Ave,1887
216,442,40.746646999999996,-73.993915000000001,W 27 St & 7 Ave,4657
217,443,40.70853074,-73.964089630000004,Bedford Ave & S 9th St,286
218,444,40.742354299999995,-73.989150760000001,Broadway & W 24 St,6917
219,445,40.727407939999999,-73.981420060000005,E 10 St & Avenue A,4820
220,446,40.744876339999998,-73.995298849999998,W 24 St & 7 Ave,5013
221,447,40.76370739,-73.985161500000004,8 Ave & W 52 St,3098
222,448,40.756603589999997,-73.997900900000005,W 37 St & 10 Ave,3407
223,449,40.764618370000001,-73.987894729999994,W 52 St & 9 Ave,2101
224,450,40.76227205,-73.987882049999996,W 49 St & 8 Ave,3527
225,453,40.744751479999998,-73.999153620000001,W 22 St & 8 Ave,4497
226,454,40.754557310000003,-73.965929759999995,E 51 St & 1 Ave,1531
227,455,40.750019860000002,-73.969053009999996,1 Ave & E 44 St,2595
228,456,40.759710799999993,-73.974023110000005,E 53 St & Madison Ave,1709
229,457,40.766953170000001,-73.981693329999999,Broadway & W 58 St,5374
230,458,40.751396,-74.005226000000008,11 Ave & W 27 St,4181
231,459,40.746745000000004,-74.007756000000001,W 20 St & 11 Ave,5296
232,460,40.712858869999998,-73.965902940000007,S 4 St & Wythe Ave,974
233,461,40.735876779999998,-73.982050270000002,E 20 St & 2 Ave,3805
234,462,40.746919589999997,-74.004518869999998,W 22 St & 10 Ave,5658
235,463,40.74206539,-74.004431719999999,9 Ave & W 16 St,3942
236,464,40.759345009999997,-73.967596729999997,E 56 St & 3 Ave,1824
237,465,40.75513557,-73.986580320000002,Broadway & W 41 St,5108
238,466,40.743954109999997,-73.99144871,W 25 St & 6 Ave,4198
239,467,40.683124890000002,-73.978951370000004,Dean St & 4 Ave,1346
240,468,40.765265399999997,-73.981923379999998,Broadway & W 55 St,2762
241,469,40.763440580000001,-73.982681290000002,Broadway & W 53 St,2753
242,470,40.743453350000003,-74.000040310000003,W 20 St & 8 Ave,3281
243,471,40.712868440000001,-73.956981189999993,Grand St & Havemeyer St,1142
244,472,40.745712100000006,-73.981948290000005,E 32 St & Park Ave,5629
245,473,40.721100630000002,-73.991925400000014,Rivington St & Chrystie St,2612
246,474,40.745167700000003,-73.986830769999997,5 Ave & E 29 St,3784
247,475,40.735242759999998,-73.987585609999996,E 16 St & Irving Pl,3445
248,476,40.743943139999999,-73.979660690000003,E 31 St & 3 Ave,4135
249,477,40.756405479999998,-73.990026200000003,W 41 St & 8 Ave,6366
250,478,40.760300960000002,-73.99884222,11 Ave & W 41 St,3333
251,479,40.760192519999997,-73.991255100000004,9 Ave & W 45 St,4234
252,480,40.766696709999998,-73.990617279999995,W 53 St & 10 Ave,2335
253,481,40.712604859999999,-73.962644030000007,S 3 St & Bedford Ave,982
254,482,40.739355420000003,-73.999317829999995,W 15 St & 7 Ave,3989
255,483,40.732232719999999,-73.988899570000001,E 12 St & 3 Ave,4437
256,484,40.75500254,-73.980144370000005,W 44 St & 5 Ave,2644
257,485,40.75038009,-73.983389880000004,W 37 St & 5 Ave,3106
258,486,40.746200899999998,-73.988557229999998,Broadway & W 29 St,3693
259,487,40.73314259,-73.975738809999996,E 20 St & FDR Drive,2787
260,488,40.756458240000001,-73.993722219999995,W 39 St & 9 Ave,4552
261,489,40.750663860000003,-74.00176802,10 Ave & W 28 St,3651
262,490,40.751550999999999,-73.993933999999996,8 Ave & W 33 St,6436
263,491,40.740963739999998,-73.986022129999995,E 24 St & Park Ave S,4724
264,492,40.750199950000003,-73.990930849999998,W 33 St & 7 Ave,4519
265,493,40.7568001,-73.982911529999996,W 45 St & 6 Ave,3585
266,494,40.747348250000002,-73.997235509999996,W 26 St & 8 Ave,4033
267,495,40.762698819999997,-73.993012219999997,W 47 St & 10 Ave,2722
268,496,40.737261859999997,-73.992389669999994,E 16 St & 5 Ave,4506
269,497,40.737049839999997,-73.990092959999998,E 17 St & Broadway,9469
270,498,40.748548620000001,-73.98808416,Broadway & W 32 St,5329
271,499,40.769155050000002,-73.981918410000006,Broadway & W 60 St,7407
272,500,40.762288259999998,-73.983361830000007,Broadway & W 51 St,3088
273,501,40.744219000000001,-73.971212140000006,FDR Drive & E 35 St,3747
274,502,40.714215000000003,-73.981346000000002,Henry St & Grand St,2612
275,503,40.738274279999999,-73.987519680000005,E 20 St & Park Ave,1968
276,504,40.732218529999997,-73.981655570000001,1 Ave & E 15 St,5702
277,505,40.749012710000002,-73.988483950000003,6 Ave & W 33 St,4628
278,507,40.73912601,-73.979737760000006,E 25 St & 2 Ave,4174
279,508,40.763413790000001,-73.996674440000007,W 46 St & 11 Ave,2937
280,509,40.745497299999997,-74.001971389999994,9 Ave & W 22 St,4585
281,510,40.760659699999998,-73.980420469999999,W 51 St & 6 Ave,3130
282,511,40.729386849999997,-73.977724289999998,E 14 St & Avenue B,3311
283,512,40.750072700000004,-73.998392789999997,W 29 St & 9 Ave,3007
284,513,40.768253999999999,-73.988639000000006,W 56 St & 10 Ave,2028
285,514,40.76087502,-74.002776679999997,12 Ave & W 40 St,5642
286,515,40.760094369999997,-73.994618430000003,W 43 St & 10 Ave,3872
287,516,40.752068620000003,-73.96784384,E 47 St & 1 Ave,1451
288,517,40.752140999999995,-73.979782,E 41 St & Madison Ave,3139
289,518,40.747803730000001,-73.973441900000012,E 39 St & 2 Ave,4337
290,519,40.752415999999997,-73.978369999999998,E 42 St & Vanderbilt Ave,11072
291,520,40.759922619999998,-73.976485159999996,W 52 St & 5 Ave,2054
292,521,40.75044999,-73.994810509999994,8 Ave & W 31 St,11489
293,522,40.757147580000002,-73.972078359999998,E 51 St & Lexington Ave,2388
294,523,40.75466591,-73.991381520000004,W 38 St & 8 Ave,5476
295,525,40.755941589999999,-74.002116299999997,W 34 St & 11 Ave,1863
296,526,40.747659470000002,-73.984907070000006,E 33 St & 5 Ave,898
297,528,40.742909019999999,-73.97706058,2 Ave & E 31 St,6592
298,529,40.757569899999993,-73.990985069999994,W 42 St & 8 Ave,3157
299,530,40.771521999999997,-73.990541000000007,11 Ave & W 59 St,3599
300,531,40.718939040000002,-73.992662879999997,Forsyth St & Broome St,3573
301,532,40.710450999999999,-73.960875999999999,S 5 Pl & S 4 St,2487
302,533,40.752996410000002,-73.987216189999998,Broadway & W 39 St,2607
303,534,40.702550649999999,-74.012723399999999,Water - Whitehall Plaza,1487
304,536,40.741443869999998,-73.975360820000006,1 Ave & E 30 St,4387
305,537,40.740258779999998,-73.984092140000001,Lexington Ave & E 24 St,3784
306,539,40.715348249999998,-73.960241159999995,Metropolitan Ave & Bedford Ave,2309
307,540,40.741472860000002,-73.983209279999997,Lexington Ave & E 26 St,4721
308,545,40.736502000000002,-73.978094720000001,E 23 St & 1 Ave,3615
309,546,40.744449209999999,-73.983035290000004,E 30 St & Park Ave S,4482
310,2000,40.702550879999997,-73.98940236,Front St & Washington St,1806
311,2001,40.699773,-73.979927000000004,Sands St & Navy St,134
312,2002,40.716887,-73.963197999999991,Wythe Ave & Metropolitan Ave,2120
313,2003,40.734160590000002,-73.98024289,1 Ave & E 18 St,3160
314,2004,40.724398999999998,-74.004704000000004,6 Ave & Broome St,2586
315,2005,40.705311940000001,-73.971000559999993,Railroad Ave & Kay Ave,84
316,2006,40.765909360000002,-73.976341509999997,Central Park S & 6 Ave,5182
317,2008,40.705692540000001,-74.016776849999999,Little West St & 1 Pl,3162
318,2009,40.711174440000001,-73.996826189999993,Catherine St & Monroe St,1695
319,2010,40.721654809999997,-74.002347369999995,Grand St & Greene St,2748
320,2012,40.739445000000003,-73.97680600000001,E 27 St & 1 Ave,2232
321,2017,40.750223920000003,-73.971214140000001,E 43 St & 2 Ave,1330
322,2021,40.759291240000003,-73.988596509999994,W 45 St & 8 Ave,3277
323,2022,40.758491159999998,-73.959206219999999,E 59 St & Sutton Pl,1975
324,2023,40.759680850000002,-73.970313660000002,E 55 St & Lexington Ave,1649
325,3002,40.711511999999999,-74.01575600000001,South End Ave & Liberty St,6468
