,id,lat,long,name,freq
0,72,40.767272159999997,-73.993928879999999,W 52 St & 11 Ave,2387
1,79,40.719115520000003,-74.006666609999996,Franklin St & W Broadway,2091
2,82,40.711174159999999,-74.000165449999997,St James Pl & Pearl St,874
3,83,40.68382604,-73.976323280000003,Atlantic Ave & Fort Greene Pl,851
4,116,40.741776029999997,-74.001497459999996,W 17 St & 8 Ave,5131
5,119,40.696089409999999,-73.978034149999999,Park Ave & St Edwards St,201
6,120,40.686767930000002,-73.959281680000004,Lexington Ave & Classon Ave,381
7,127,40.731724280000002,-74.006744359999999,Barrow St & Hudson St,4965
8,128,40.72710258,-74.002970880000007,MacDougal St & Prince St,4765
9,137,40.761628000000002,-73.972924000000006,E 56 St & Madison Ave,1631
10,143,40.692395019999999,-73.993379090000005,Clinton St & Joralemon St,676
11,144,40.698398949999998,-73.980689139999996,Nassau St & Navy St,359
12,146,40.716250080000002,-74.009105899999994,Hudson St & Reade St,2193
13,147,40.715421970000001,-74.011219780000005,Greenwich St & Warren St,4176
14,150,40.720873600000004,-73.980857950000001,E 2 St & Avenue C,1604
15,151,40.721815800000002,-73.997203069999998,Cleveland Pl & Spring St,6138
16,152,40.71473993,-74.009106270000004,Warren St & Church St,1870
17,153,40.752062306999996,-73.981632404300001,E 40 St & 5 Ave,3985
18,157,40.690892720000001,-73.996123490000002,Henry St & Atlantic Ave,1045
19,160,40.748238000000001,-73.978311000000005,E 37 St & Lexington Ave,2068
20,161,40.729170250000003,-73.998102309999993,LaGuardia Pl & W 3 St,4043
21,164,40.753230979999998,-73.970325169999995,E 47 St & 2 Ave,2213
22,167,40.748900599999999,-73.976048820000003,E 39 St & 3 Ave,3559
23,168,40.739713010000003,-73.994564049999994,W 18 St & 6 Ave,5018
24,173,40.760646790000003,-73.984426589999998,Broadway & W 49 St,3270
25,174,40.738176500000002,-73.977386620000004,E 25 St & 1 Ave,2603
26,195,40.709056230000002,-74.010433820000003,Liberty St & Broadway,2640
27,212,40.743349350000003,-74.006817530000006,W 16 St & The High Line,3192
28,216,40.700378669999999,-73.99548059,Columbia Heights & Cranberry St,403
29,217,40.702771589999998,-73.993836049999999,Old Fulton St,1248
30,218,40.690284370000001,-73.987071049999997,Gallatin Pl & Livingston St,404
31,223,40.737815089999998,-73.999946609999995,W 13 St & 7 Ave,3421
32,224,40.711463639999998,-74.005524269999995,Spruce St & Nassau St,1798
33,225,40.741951380000003,-74.008030129999995,W 14 St & The High Line,1973
34,228,40.754601102599999,-73.971878855,E 48 St & 3 Ave,2080
35,229,40.72743423,-73.993790250000004,Great Jones St,3867
36,232,40.695976829999999,-73.990148919999996,Cadman Plaza E & Tillary St,623
37,233,40.692462769999999,-73.989639109999999,Joralemon St & Adams St,1637
38,236,40.728418599999998,-73.987139560000003,St Marks Pl & 2 Ave,4234
39,237,40.730473089999997,-73.986723780000005,E 11 St & 2 Ave,4288
40,238,40.736196700000001,-74.008592070000006,Bank St & Washington St,1926
41,239,40.691965660000001,-73.981301799999997,Willoughby St & Fleet St,815
42,241,40.689810350000002,-73.974931209999994,DeKalb Ave & S Portland Ave,549
43,242,40.697883490000002,-73.973503320000006,Flushing Ave & Carlton Ave,642
44,243,40.688226,-73.979382000000001,Fulton St & Rockwell Pl,811
45,244,40.691960350000002,-73.965368510000005,Willoughby Ave & Hall St,669
46,245,40.693270179999999,-73.977038739999998,Myrtle Ave & St Edwards St,240
47,247,40.735353979999999,-74.004830909999995,Perry St & Bleecker St,2166
48,248,40.721853789999997,-74.007717790000001,Laight St & Hudson St,815
49,249,40.718709869999998,-74.009000900000004,Harrison St & Hudson St,1481
50,250,40.724560889999999,-73.995652930000006,Lafayette St & Jersey St,5091
51,251,40.72317958,-73.994800119999994,Mott St & Prince St,3802
52,252,40.732263979999999,-73.998522050000005,MacDougal St & Washington Sq,2675
53,254,40.73532427,-73.998004190000003,W 11 St & 6 Ave,2001
54,257,40.719392259999999,-74.002472139999995,Lispenard St & Broadway,2252
55,258,40.689407469999999,-73.968854579999999,DeKalb Ave & Vanderbilt Ave,686
56,259,40.701221279999999,-74.012342180000005,South St & Whitehall St,1573
57,260,40.703651819999997,-74.011677969999994,Broad St & Bridge St,1073
58,261,40.69474881,-73.983624640000002,Johnson St & Gold St,902
59,262,40.691782320000002,-73.973729890000001,Washington Park,682
60,263,40.717290000000006,-73.996375,Elizabeth St & Hester St,2760
61,264,40.707064559999999,-74.007318530000006,Maiden Ln & Pearl St,1678
62,265,40.722293460000003,-73.991475350000002,Stanton St & Chrystie St,2611
63,266,40.723683610000002,-73.975748129999999,Avenue D & E 8 St,904
64,267,40.750977110000001,-73.987654280000001,Broadway & W 36 St,2399
65,268,40.719105370000001,-73.999733370000001,Howard St & Centre St,2502
66,270,40.693082570000001,-73.971789130000005,Adelphi St & Myrtle Ave,940
67,271,40.685281719999999,-73.978058129999994,Ashland Pl & Hanson Pl,1584
68,274,40.686918650000003,-73.976681999999997,Lafayette Ave & Fort Greene Pl,872
69,275,40.686500649999999,-73.965633069999996,Washington Ave & Greene Ave,342
70,276,40.717487519999999,-74.010455399999998,Duane St & Greenwich St,1768
71,278,40.697665639999997,-73.984764369999994,Concord St & Bridge St,511
72,279,40.707872999999999,-74.00166999999999,Peck Slip & Front Street,1541
73,280,40.73331967,-73.995101320000003,E 10 St & 5 Ave,3210
74,281,40.764397100000004,-73.973714650000005,Grand Army Plaza & Central Park S,4411
75,282,40.708272950000001,-73.968341010000003,Kent Ave & S 11 St,618
76,284,40.739016912099999,-74.002637610299999,Greenwich Ave & 8 Ave,5626
77,285,40.734545670000003,-73.990741420000006,Broadway & E 14 St,7337
78,289,40.684568299999995,-73.958810810000003,Monroe St & Classon Ave,175
79,290,40.760202579999998,-73.964784730000005,2 Ave & E 58 St,2068
80,291,40.713126000000003,-73.984843999999995,Madison St & Montgomery St,1159
81,293,40.730286659999997,-73.9907647,Lafayette St & E 8 St,8881
